SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
CNK,USA,0,2025-05-01,,,,8.146,0.000,206,50.33%,40.80%  (  -2.48%),37.16%,"91,463",7,4,4,75
FANG,USA,0,2025-04-29,,,,4.640,0.000,843,35.51%,33.84%  (  -1.73%),62.81%,"63,898",9,5,5,78
PK,USA,0,2025-04-29,,,,7.502,0.000,19,32.58%,41.28%  (  -13.51%),49.07%,"8,582",6,4,4,65
VNOM,USA,0,2025-04-29,,,,7.594,0.000,150,36.97%,38.16%  (  +1.01%),74.59%,"15,160",9,5,5,80
AMCR,Jersey,0,2025-04-29,,,,6.080,0.000,19,24.97%,24.48%  (  -1.80%),35.30%,"65,741",10,5,5,70
SBUX,USA,0,2025-04-29,,,,6.520,0.000,"6,987",29.57%,29.03%  (  -1.07%),41.58%,"634,869",9,4,4,70
CCCS,USA,0,2025-04-29,,,,12.542,0.000,3,22.31%,41.99%  (  -2.48%),24.79%,"3,481",5,4,4,75
ETN,Ireland,0,2025-04-29,,,,6.359,0.000,623,36.88%,34.58%  (  -1.59%),53.57%,"115,032",7,4,4,85
AME,USA,0,2025-05-01,,,,4.776,0.000,6,18.97%,23.34%  (  unch),52.13%,"9,768",7,4,4,88
KRG,USA,0,2025-04-29,,,,8.577,0.000,1,27.02%,46.18%  (  -5.44%),56.20%,399,8,4,4,70
GLW,USA,0,2025-04-29,,,,5.648,0.000,"5,194",26.84%,38.43%  (  +0.33%),91.12%,"367,466",9,4,5,85
CZR,USA,0,2025-04-29,,,,6.864,0.000,"1,295",48.02%,52.23%  (  unch),51.85%,"226,832",7,4,5,65
VIAV,USA,0,2025-05-01,,,,10.266,0.000,"1,008",25.92%,38.30%  (  -9.23%),21.42%,"20,260",8,4,4,70
SEE,USA,0,2025-05-01,,,,8.491,0.000,91,34.25%,32.66%  (  -0.42%),24.85%,"16,464",5,4,5,75
NVO,USA,0,2025-05-01,,,,6.524,0.000,"9,511",48.90%,42.60%  (  +0.22%),54.14%,"430,401",4,4,4,
DAR,USA,0,2025-04-24,,,,10.527,0.000,55,49.81%,49.06%  (  -0.36%),73.68%,"27,410",9,5,5,78
COIN,USA,0,2025-05-01,,,,9.268,0.000,"29,475",83.72%,72.13%  (  -1.57%),31.47%,"1,174,629",8,4,4,80
11:08:11 AM,,,,,,,,,,,,,,,,,
