SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
RF,USA,21.53,2025-04-17,35.63,0.57,2.08,4.331,7.416,179,22.91%,32.22%  (  -1.90%),59.25%,"104,338",7,4,4,78
AXP,USA,267.32,2025-04-18,37.55,8.02,2.53,4.644,8.475,"2,939",28.73%,34.57%  (  -1.43%),79.30%,"226,067",8,4,4,85
TFC,USA,40.92,2025-04-28,34.44,1.13,2.18,3.911,0.000,408,24.32%,31.20%  (  -0.32%),54.75%,"229,085",5,4,4,70
ALLY,USA,35.12,2025-04-17,46.57,1.18,0.66,6.757,9.508,475,29.96%,41.95%  (  -0.62%),69.92%,"125,991",9,4,4,70
HBAN,USA,14.81,2025-04-18,37.56,0.42,1.82,3.546,10.284,147,25.42%,32.58%  (  -0.08%),64.85%,"75,869",7,4,4,80
BX,USA,147.81,2025-04-17,43.49,5.63,14.46,4.033,10.292,"2,189",36.77%,40.79%  (  +2.24%),65.97%,"314,545",6,4,4,88
PNR,Ireland,88.10,2025-04-22,39.80,2.29,3.56,6.385,0.000,6,21.83%,28.48%  (  -0.82%),53.95%,"13,344",5,4,4,79
WAL,USA,75.50,2025-04-17,37.37,2.98,1.66,6.749,17.554,101,39.18%,44.61%  (  -3.26%),60.52%,"40,370",7,5,5,75
TSM,USA,173.02,2025-04-17,39.21,6.43,9.97,3.013,10.935,"23,030",39.81%,45.01%  (  -0.81%),47.90%,"1,724,589",10,5,5,85
NUE,USA,130.34,2025-04-28,47.51,4.32,0.98,5.085,0.000,300,36.27%,40.07%  (  -1.85%),69.20%,"151,965",9,4,4,80
UNP,USA,237.12,2025-04-24,41.93,4.51,5.96,3.214,0.000,95,19.01%,21.66%  (  -1.21%),51.94%,"106,296",9,4,4,88
ALK,USA,53.15,2025-04-17,29.66,3.07,0.56,7.083,16.156,184,51.16%,54.99%  (  -2.76%),74.61%,"154,275",9,5,5,85
BANC,USA,14.11,2025-04-22,44.56,0.48,1.26,9.683,0.000,19,35.51%,36.93%  (  +1.41%),33.97%,"24,307",6,4,4,70
KNX,USA,45.67,2025-04-23,31.77,1.55,1.00,7.766,0.000,"3,269",25.16%,35.21%  (  -1.23%),59.73%,"27,180",6,4,4,70
DHR,USA,0,2025-04-22,,,,4.766,0.000,147,21.25%,26.31%  (  +0.19%),63.55%,"122,971",8,4,4,70
INFY,USA,0,2025-04-17,,,,4.935,9.162,524,16.76%,32.44%  (  -0.83%),71.19%,"85,906",8,4,4,88
PPG,USA,0,2025-04-17,,,,3.979,7.340,35,24.74%,26.64%  (  -1.03%),72.00%,"42,366",10,4,4,80
IRDM,USA,0,2025-04-17,,,,11.000,21.744,6,52.90%,46.79%  (  +1.58%),31.97%,"25,060",9,5,4,85
ISRG,USA,0,2025-04-17,,,,5.903,9.866,557,36.58%,34.43%  (  -1.76%),67.66%,"83,373",9,4,5,80
FNB,USA,0,2025-04-16,,,,4.130,11.451,51,26.71%,38.85%  (  -24.10%),29.20%,"4,321",6,5,5,87
PHM,USA,0,2025-04-22,,,,5.017,0.000,90,27.45%,37.58%  (  +0.03%),68.35%,"42,993",8,4,4,78
SAP,USA,0,2025-04-28,,,,11.932,0.000,114,31.87%,29.71%  (  +1.48%),56.31%,"33,761",9,5,5,88
EWBC,USA,0,2025-04-22,,,,7.216,0.000,82,26.65%,33.08%  (  +0.09%),59.80%,"3,332",7,5,5,85
CSX,USA,0,2025-04-16,,,,3.550,6.129,92,21.89%,26.86%  (  +1.12%),43.62%,"134,648",9,4,4,65
WFRD,Ireland,0,2025-04-22,,,,9.903,0.000,91,56.76%,51.42%  (  +2.44%),64.14%,"4,299",8,5,4,70
OMC,USA,0,2025-04-15,,,,3.757,6.538,16,24.52%,29.95%  (  -1.52%),78.13%,"18,426",10,4,4,88
PLD,USA,0,2025-04-16,,,,4.365,6.744,116,23.90%,27.29%  (  -1.73%),36.18%,"57,202",6,4,4,74
IBKR,USA,0,2025-04-15,,,,4.558,10.057,305,59.28%,44.83%  (  -2.41%),62.14%,"62,362",8,5,5,88
UAL,USA,0,2025-04-15,,,,6.531,14.443,"10,422",54.59%,64.34%  (  -1.20%),89.73%,"751,780",9,5,5,85
IBM,USA,0,2025-04-23,,,,6.193,0.000,"1,954",26.68%,29.18%  (  +1.17%),56.55%,"326,431",8,4,4,85
MTH,USA,0,2025-04-23,,,,5.638,0.000,73,33.58%,41.20%  (  -1.51%),58.64%,"6,026",5,4,4,75
TMO,USA,0,2025-04-23,,,,4.079,0.000,66,20.35%,25.00%  (  -0.05%),61.57%,"47,691",8,5,5,79
MAT,USA,0,2025-04-22,,,,8.642,0.000,34,47.48%,27.53%  (  -0.85%),22.76%,"20,062",9,4,4,80
RJF,USA,0,2025-04-23,,,,6.159,0.000,32,26.50%,30.75%  (  -0.75%),68.20%,"12,266",5,4,4,80
LRCX,USA,0,2025-04-23,,,,3.717,0.000,"2,582",45.84%,45.46%  (  -0.71%),53.77%,"562,614",7,4,5,82
TEL,Ireland,0,2025-04-23,,,,5.615,0.000,101,26.02%,24.99%  (  -1.52%),52.53%,"11,988",10,4,4,75
WSC,USA,0,2025-05-01,,,,8.934,0.000,55,51.07%,46.65%  (  -0.84%),50.67%,"288,692",7,4,4,65
STX,Ireland,0,2025-04-22,,,,7.174,0.000,312,33.56%,37.04%  (  +0.86%),48.04%,"116,739",4,4,4,82
HAS,USA,0,2025-04-23,,,,9.114,0.000,95,44.00%,27.85%  (  -0.33%),22.29%,"38,038",10,5,5,70
WAB,USA,0,2025-04-23,,,,5.413,0.000,1,38.23%,26.44%  (  -1.92%),65.01%,"5,865",6,5,5,75
NSC,USA,0,2025-04-23,,,,4.122,0.000,29,21.29%,25.03%  (  -0.53%),47.71%,"19,036",8,4,4,80
META,USA,0,2025-04-23,,,,8.394,0.000,"111,707",33.79%,37.43%  (  -0.75%),42.93%,"2,081,345",9,5,5,85
BSX,USA,0,2025-04-23,,,,5.753,0.000,"1,078",26.73%,25.28%  (  -0.79%),45.52%,"225,340",9,5,5,90
VRT,USA,0,2025-04-23,,,,10.541,0.000,"6,521",79.46%,66.60%  (  -1.09%),46.64%,"608,681",6,5,5,90
NOW,USA,0,2025-04-23,,,,6.608,0.000,823,41.00%,37.97%  (  -0.75%),66.29%,"100,542",9,5,5,88
TMHC,USA,0,2025-04-29,,,,7.838,0.000,53,30.02%,40.04%  (  -2.53%),75.18%,"3,047",7,5,5,82
PEP,USA,0,2025-04-24,,,,3.154,0.000,"2,218",22.42%,21.23%  (  -0.09%),67.89%,"318,517",6,4,4,78
PG,USA,0,2025-04-24,,,,2.955,0.000,"1,046",21.30%,18.13%  (  -0.75%),65.76%,"336,231",8,4,4,80
GILD,USA,0,2025-04-24,,,,4.169,0.000,"7,441",31.77%,27.60%  (  +1.95%),60.22%,"243,521",8,5,5,78
PINS,USA,0,2025-04-29,,,,13.897,0.000,"2,170",68.14%,39.12%  (  -1.66%),31.37%,"485,838",9,5,5,80
HON,USA,0,2025-04-24,,,,3.551,0.000,"1,327",24.25%,22.56%  (  +0.11%),52.25%,"209,942",5,4,4,75
KIM,USA,0,2025-05-01,,,,6.164,0.000,22,22.45%,27.26%  (  +0.05%),36.84%,"7,405",7,4,4,70
HOG,USA,0,2025-04-24,,,,7.827,0.000,"1,187",39.41%,43.18%  (  +1.47%),60.95%,"64,475",7,4,4,60
SPGI,USA,0,2025-04-24,,,,4.047,0.000,46,24.48%,22.49%  (  -0.19%),62.36%,"28,176",9,5,5,85
COF,USA,0,2025-04-24,,,,4.511,0.000,"2,018",40.99%,38.84%  (  -0.57%),63.11%,"173,739",10,4,4,68
AAPL,USA,0,2025-05-01,,,,3.991,0.000,"351,403",28.01%,28.38%  (  -1.89%),58.39%,"4,954,589",4,4,4,87
RCL,Liberia,0,2025-04-24,,,,5.936,0.000,"2,236",49.91%,45.50%  (  -0.86%),67.24%,"187,332",6,5,5,85
CUBE,USA,0,2025-04-24,,,,7.346,0.000,12,21.87%,36.58%  (  +9.12%),54.93%,"8,691",4,4,4,68
DLR,USA,0,2025-05-01,,,,4.447,0.000,269,32.64%,30.71%  (  -1.47%),55.58%,"57,101",9,4,4,92
AMZN,USA,0,2025-04-29,,,,7.251,0.000,"114,832",28.02%,32.61%  (  -1.28%),39.65%,"4,078,817",9,5,5,85
BAX,USA,0,2025-05-01,,,,4.948,0.000,207,34.21%,30.37%  (  +0.88%),29.85%,"68,582",7,4,4,75
ASX,USA,0,2025-04-24,,,,8.103,0.000,10,42.62%,41.26%  (  -3.26%),24.35%,"6,267",7,4,4,75
DXCM,USA,0,2025-04-24,,,,10.100,0.000,747,43.77%,39.74%  (  +0.64%),24.63%,"137,493",8,5,5,80
CBRE,USA,0,2025-04-24,,,,6.942,0.000,8,34.51%,32.69%  (  -0.37%),65.04%,"15,680",7,4,4,85
FE,USA,0,2025-04-24,,,,4.037,0.000,34,38.10%,20.51%  (  -0.30%),42.95%,"66,417",6,4,4,75
CHD,USA,0,2025-05-01,,,,4.773,0.000,59,20.81%,21.99%  (  -0.80%),59.43%,"7,993",4,4,4,
FBIN,USA,0,2025-04-29,,,,6.701,0.000,3,26.17%,35.65%  (  -0.92%),62.12%,"1,556",7,4,4,68
EXLS,USA,0,2025-05-01,,,,7.164,0.000,1,25.00%,33.47%  (  +3.14%),37.24%,"1,797",9,5,5,85
APD,USA,0,2025-04-29,,,,6.562,0.000,54,26.03%,24.20%  (  -1.30%),37.70%,"32,343",4,4,4,68
CDP,USA,0,2025-04-24,,,,11.572,0.000,1,18.63%,78.63%  (  +34.52%),100.00%,567,5,4,4,80
SSNC,USA,0,2025-04-24,,,,5.817,0.000,5,25.87%,23.07%  (  -4.42%),61.38%,"6,350",9,5,5,80
FTAI,Cayman Islands,0,2025-04-24,,,,10.248,0.000,847,85.53%,74.18%  (  +0.60%),50.67%,"140,070",5,5,5,68
SM,USA,0,2025-05-01,,,,8.246,0.000,136,52.64%,48.69%  (  -1.64%),60.16%,"24,427",10,4,4,85
AAL,USA,0,2025-04-24,,,,7.441,0.000,"21,536",46.59%,53.20%  (  -0.58%),71.20%,"3,189,012",8,4,4,70
IPG,USA,0,2025-04-23,,,,6.240,0.000,4,26.55%,32.95%  (  +6.22%),60.95%,"6,771",4,4,4,68
EBC,USA,0,2025-04-24,,,,8.736,0.000,30,29.52%,38.47%  (  -10.31%),42.92%,"1,649",8,4,4,78
MBLY,USA,0,2025-04-24,,,,14.445,0.000,884,63.53%,73.12%  (  +3.59%),47.32%,"341,590",4,4,4,70
WDC,USA,0,2025-04-24,,,,5.834,0.000,"1,591",49.77%,45.01%  (  -0.07%),63.38%,"394,014",9,5,4,70
FTV,USA,0,2025-04-23,,,,6.067,0.000,3,21.08%,22.48%  (  -0.98%),36.06%,"2,825",6,4,4,85
TBBB,Virgin Islands (British),0,2025-03-24,,,,8.984,11.679,18,34.46%,52.52%  (  -0.40%),18.45%,841,7,4,4,80
ROKU,USA,0,2025-04-24,,,,15.252,0.000,"22,438",71.37%,57.94%  (  +0.57%),43.33%,"241,783",9,4,4,80
CNC,USA,0,2025-04-25,,,,5.655,0.000,261,33.89%,39.31%  (  -0.91%),60.56%,"127,684",9,4,4,80
CL,USA,0,2025-04-25,,,,3.250,0.000,409,26.29%,21.86%  (  +0.47%),57.09%,"77,429",8,4,4,85
GNTX,USA,0,2025-04-25,,,,6.289,0.000,16,23.98%,28.41%  (  -0.86%),38.19%,"7,432",4,4,4,55
AVTR,USA,0,2025-04-25,,,,8.377,0.000,573,55.50%,41.38%  (  -3.55%),47.23%,"42,573",8,5,5,72
WY,USA,0,2025-04-24,,,,5.267,0.000,41,22.90%,27.87%  (  +0.45%),66.82%,"27,430",7,5,5,70
ARES,USA,0,2025-05-01,,,,6.110,0.000,27,43.63%,38.92%  (  -3.67%),61.71%,"18,331",6,4,4,80
NVT,Ireland,0,2025-05-02,,,,9.189,0.000,16,39.93%,46.36%  (  -0.87%),62.96%,"43,506",7,5,5,80
AON,Ireland,0,2025-04-25,,,,5.435,0.000,53,13.60%,20.39%  (  +0.64%),47.91%,"18,011",9,4,4,77
LYB,Netherlands,0,2025-04-25,,,,5.177,0.000,149,26.47%,26.10%  (  -0.71%),71.88%,"95,456",8,4,4,68
KO,USA,0,2025-04-29,,,,2.437,0.000,"10,188",21.48%,17.29%  (  -0.08%),62.97%,"764,209",7,5,5,85
CADE,USA,0,2025-04-28,,,,10.654,0.000,5,24.27%,39.52%  (  -4.13%),50.56%,"2,274",10,4,4,80
CDNS,USA,0,2025-04-28,,,,8.015,0.000,253,40.11%,34.16%  (  -1.63%),37.34%,"52,541",7,5,5,78
GEHC,USA,0,2025-04-29,,,,6.499,0.000,159,30.82%,27.78%  (  +1.12%),37.96%,"93,988",8,5,5,77
GOOG,USA,0,2025-04-24,,,,6.490,0.000,"49,651",32.35%,30.26%  (  -1.32%),52.16%,"1,411,955",6,5,5,85
SYF,USA,0,2025-04-23,,,,6.952,0.000,203,33.72%,39.74%  (  -1.15%),58.75%,"87,410",10,4,5,65
NEE,USA,0,2025-04-22,,,,3.951,0.000,"1,605",27.39%,28.28%  (  -0.57%),42.36%,"559,511",9,4,4,80
MSFT,USA,0,2025-04-24,,,,4.911,0.000,"55,946",21.50%,24.13%  (  -1.37%),42.26%,"2,233,705",10,5,5,85
TXN,USA,0,2025-04-22,,,,4.948,0.000,597,32.10%,31.77%  (  -0.55%),57.01%,"278,820",4,4,4,65
V,USA,0,2025-04-22,,,,3.366,0.000,"4,650",18.46%,21.48%  (  -0.82%),49.89%,"287,806",7,5,5,92
UPS,USA,0,2025-04-22,,,,6.095,0.000,"2,316",18.37%,23.58%  (  +0.13%),25.53%,"398,268",6,4,4,80
SHW,USA,0,2025-04-22,,,,6.201,0.000,521,20.91%,26.33%  (  +0.01%),67.92%,"21,141",5,4,4,78
HAL,USA,0,2025-04-22,,,,3.893,0.000,"3,564",30.75%,33.97%  (  -1.68%),57.14%,"436,216",6,4,5,75
WBS,USA,0,2025-04-22,,,,6.526,0.000,6,34.48%,39.17%  (  +0.78%),68.20%,"5,711",4,5,5,80
TRU,USA,0,2025-04-24,,,,9.198,0.000,565,41.84%,37.75%  (  -1.08%),57.20%,"11,765",9,4,4,82
FBP,Puerto Rico,0,2025-04-22,,,,8.708,0.000,41,27.88%,33.07%  (  -15.04%),43.31%,450,6,4,4,80
FI,USA,0,2025-04-22,,,,4.678,0.000,"2,379",32.18%,26.16%  (  -0.36%),60.74%,"50,156",7,5,5,88
PCAR,USA,0,2025-04-29,,,,7.180,0.000,3,32.18%,29.56%  (  +1.12%),62.11%,"25,813",7,4,4,85
TER,USA,0,2025-04-23,,,,10.612,0.000,88,63.91%,43.64%  (  -1.02%),53.53%,"81,373",9,4,5,75
ONB,USA,0,2025-04-22,,,,7.597,0.000,23,32.66%,57.41%  (  +20.98%),77.16%,"6,595",10,5,5,80
MDLZ,USA,0,2025-04-29,,,,3.438,0.000,712,26.30%,23.27%  (  -1.46%),52.72%,"143,931",8,4,4,80
CMG,USA,0,2025-04-23,,,,8.148,0.000,"11,692",32.19%,36.33%  (  -0.09%),49.20%,"1,091,113",7,5,5,85
GOOGL,USA,0,2025-04-24,,,,6.498,0.000,"59,754",32.89%,30.51%  (  -1.04%),52.17%,"3,102,328",9,4,4,85
HST,USA,0,2025-04-30,,,,5.090,0.000,4,30.14%,28.02%  (  +0.10%),51.43%,"42,946",7,4,4,79
CIVI,USA,0,2025-05-01,,,,6.953,0.000,185,78.04%,51.59%  (  -1.70%),70.06%,"36,026",8,5,5,75
BRKR,USA,0,2025-05-01,,,,9.189,0.000,441,39.85%,41.17%  (  -3.48%),46.43%,"4,315",8,5,4,75
SYK,USA,0,2025-04-29,,,,6.065,0.000,36,19.62%,22.62%  (  -1.29%),43.27%,"27,741",5,5,5,90
HLT,USA,0,2025-04-23,,,,5.352,0.000,36,31.92%,28.12%  (  -1.13%),43.26%,"80,426",4,4,4,80
IQV,USA,0,2025-05-01,,,,7.369,0.000,11,27.28%,33.74%  (  -0.37%),67.65%,"13,328",5,5,5,75
EQH,USA,0,2025-04-29,,,,6.620,0.000,1,38.75%,35.15%  (  -0.82%),64.74%,"3,789",7,5,5,85
IP,USA,0,2025-04-24,,,,4.634,0.000,20,34.34%,33.58%  (  -0.86%),49.18%,"103,750",10,4,4,75
PYPL,USA,0,2025-04-29,,,,8.805,0.000,"7,367",30.73%,32.49%  (  -1.29%),25.45%,"1,373,508",7,4,4,80
MIR,USA,0,2025-04-29,,,,12.752,0.000,29,40.35%,49.71%  (  +0.11%),27.52%,"24,217",8,5,5,70
ATI,USA,0,2025-04-29,,,,9.845,0.000,14,38.37%,41.79%  (  -0.46%),48.34%,"11,460",9,5,5,85
GDDY,USA,0,2025-05-01,,,,6.366,0.000,31,49.37%,28.96%  (  -0.69%),39.68%,"25,610",7,4,5,78
BGC,USA,0,2025-04-29,,,,12.242,0.000,76,47.56%,40.15%  (  +2.83%),40.18%,"13,379",9,4,4,85
IR,USA,0,2025-05-01,,,,5.939,0.000,8,32.55%,28.71%  (  -0.95%),52.97%,"15,135",5,4,5,70
LLY,USA,0,2025-04-29,,,,6.043,0.000,"6,902",31.26%,30.42%  (  -0.78%),24.41%,"279,058",10,5,5,80
PENN,USA,0,2025-05-01,,,,10.162,0.000,861,51.62%,56.54%  (  +1.19%),35.93%,"407,685",8,4,4,55
HTGC,USA,0,2025-05-01,,,,5.074,0.000,151,28.23%,24.60%  (  -0.83%),51.75%,"28,752",9,4,4,80
EOG,USA,0,2025-05-01,,,,3.211,0.000,"1,197",28.49%,27.58%  (  -1.39%),55.15%,"147,685",10,4,4,85
DKNG,USA,0,2025-05-01,,,,10.383,0.000,"15,247",69.56%,49.10%  (  -0.88%),41.09%,"623,312",9,5,5,78
APO,USA,0,2025-05-01,,,,5.452,0.000,"4,507",39.80%,39.38%  (  -1.29%),54.61%,"385,513",6,5,5,90
LYV,USA,0,2025-05-01,,,,7.562,0.000,447,38.55%,36.53%  (  -1.37%),55.03%,"90,766",7,5,5,82
EXPE,USA,0,2025-05-01,,,,9.338,0.000,327,61.33%,36.85%  (  -1.05%),36.35%,"102,240",7,4,4,85
NOG,USA,0,2025-04-29,,,,5.579,0.000,76,45.19%,40.56%  (  -1.19%),70.61%,"45,936",8,4,4,70
BILL,USA,0,2025-05-01,,,,13.839,0.000,866,132.16%,52.40%  (  -1.75%),27.11%,"103,838",7,4,4,78
XRAY,USA,0,2025-05-01,,,,12.794,0.000,67,39.39%,42.70%  (  +3.20%),43.73%,"18,009",7,4,4,48
APTV,Jersey,0,2025-05-01,,,,9.100,0.000,21,25.98%,35.93%  (  +0.74%),39.12%,"64,792",10,4,4,80
BBIO,USA,0,2025-05-01,,,,8.150,0.000,459,53.07%,57.31%  (  +0.70%),15.31%,"102,596",8,5,5,0
ILMN,USA,0,2025-05-01,,,,8.118,0.000,182,45.22%,48.54%  (  -0.02%),40.56%,"48,068",4,4,4,60
BALL,USA,0,2025-04-25,,,,6.609,0.000,36,24.33%,28.51%  (  +0.49%),63.35%,"32,365",7,4,4,65
FIVN,USA,0,2025-05-01,,,,15.675,0.000,79,46.95%,50.70%  (  -0.67%),23.78%,"29,053",5,5,4,82
PWR,USA,0,2025-05-01,,,,7.871,0.000,31,41.23%,42.93%  (  +1.31%),66.99%,"34,613",8,4,5,85
ZTS,USA,0,2025-05-01,,,,7.280,0.000,123,31.94%,24.79%  (  -0.02%),18.95%,"42,501",8,5,5,90
NET,USA,0,2025-05-01,,,,12.765,0.000,"1,580",70.23%,54.06%  (  -0.66%),44.07%,"198,563",9,4,4,80
TEAM,USA,0,2025-04-24,,,,11.706,0.000,"1,849",58.08%,47.64%  (  -0.50%),45.97%,"91,836",9,4,4,75
SWTX,USA,0,2025-05-01,,,,15.403,0.000,"1,652",103.38%,149.58%  (  +3.06%),83.99%,"180,114",8,5,5,90
IRM,USA,0,2025-05-01,,,,5.967,0.000,34,37.98%,35.00%  (  -0.58%),54.13%,"57,930",8,4,4,80
MTZ,USA,0,2025-05-01,,,,12.462,0.000,131,49.90%,48.31%  (  -1.21%),49.73%,"23,067",5,5,5,92
SW,Ireland,0,2025-05-01,,,,6.846,0.000,1,47.38%,38.65%  (  +0.86%),34.46%,"4,835",6,5,5,80
BWA,USA,0,2025-05-01,,,,8.039,0.000,17,30.44%,36.53%  (  -0.86%),80.10%,"15,939",8,4,5,75
BTSG,USA,0,2025-05-01,,,,13.682,0.000,2,48.98%,58.41%  (  +9.65%),42.92%,"2,207",4,5,5,75
TXRH,USA,0,2025-05-01,,,,7.436,0.000,87,30.07%,28.41%  (  -2.84%),45.96%,"31,597",5,4,4,83
APG,USA,0,2025-05-01,,,,9.630,0.000,6,36.58%,46.57%  (  +8.04%),76.09%,"17,795",6,5,5,80
OWL,USA,0,2025-05-01,,,,7.579,0.000,203,41.88%,41.93%  (  -1.17%),51.50%,"101,334",8,4,5,90
SHAK,USA,0,2025-05-01,,,,10.393,0.000,250,68.95%,49.00%  (  -0.07%),54.47%,"41,548",8,4,4,78
