SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
FHN,USA,19.14,2025-04-16,43.06,0.59,1.97,5.189,7.508,101,35.07%,38.84%  (  -0.06%),73.84%,"35,626",4,4,4,70
FNB,USA,13.42,2025-04-16,37.93,0.35,1.87,4.130,13.756,22,25.37%,61.60%  (  +7.01%),53.49%,"4,340",5,5,5,87
SNV,USA,45.76,2025-04-16,38.34,1.58,1.88,3.398,8.085,592,35.16%,41.98%  (  +0.48%),73.15%,"10,100",6,4,4,75
AA,USA,30.14,2025-04-16,35.00,1.52,0.63,4.278,10.844,"7,988",49.43%,58.60%  (  +0.62%),89.50%,"234,677",4,4,5,73
HOMB,USA,28.22,2025-04-16,43.54,0.62,3.83,8.284,7.443,25,19.68%,39.06%  (  -1.92%),51.66%,609,7,4,4,80
CSX,USA,29.54,2025-04-16,39.56,0.60,3.83,3.550,5.078,"1,577",23.12%,30.57%  (  +2.77%),59.08%,"132,520",9,4,4,65
ASML,USA,667.34,2025-04-16,37.26,20.57,8.59,6.032,8.707,"13,859",39.90%,45.23%  (  +0.09%),69.76%,"145,029",7,4,4,82
EFX,USA,243.86,2025-04-16,49.33,5.89,5.36,5.463,6.848,230,24.27%,34.39%  (  -0.51%),60.37%,"5,864",4,5,5,70
LVS,USA,39.15,2025-04-16,33.11,1.33,2.48,4.343,6.527,"13,201",30.74%,41.92%  (  +0.08%),89.02%,"252,798",7,4,5,80
RF,USA,21.57,2025-04-17,40.95,0.58,2.09,4.331,6.259,376,24.00%,33.36%  (  +0.38%),64.90%,"107,613",5,4,4,78
KEY,USA,15.80,2025-04-17,41.94,0.50,1.90,4.626,7.407,"1,139",29.87%,36.56%  (  -0.40%),55.14%,"162,749",7,4,4,70
SCHW,USA,77.67,2025-04-21,48.07,2.04,5.57,4.958,7.596,"18,028",29.37%,35.37%  (  -0.47%),70.64%,"441,613",8,5,4,85
HBAN,USA,14.95,2025-04-18,42.68,0.41,1.84,3.546,9.036,799,26.38%,34.87%  (  +0.58%),76.71%,"71,176",7,4,4,80
AXP,USA,270.48,2025-04-17,43.48,7.77,2.56,4.644,6.720,"9,503",31.21%,34.58%  (  -0.51%),79.36%,"226,151",4,4,4,85
TSM,USA,168.64,2025-04-17,39.53,5.97,9.71,3.013,9.266,"84,588",42.15%,41.98%  (  -2.56%),37.37%,"1,661,356",9,5,5,85
BX,USA,142.80,2025-04-17,41.79,5.40,13.97,4.033,7.691,"7,156",38.60%,42.69%  (  +1.34%),73.38%,"306,041",6,4,4,88
PPG,USA,108.95,2025-04-17,40.50,2.83,1.42,3.979,5.966,273,24.69%,28.45%  (  +1.73%),82.96%,"37,577",10,4,4,80
INFY,USA,18.20,2025-04-17,32.81,0.38,3.95,4.935,8.242,268,20.74%,32.32%  (  +0.29%),70.62%,"72,584",9,4,4,88
PNR,Ireland,88.04,2025-04-22,43.88,2.38,3.56,6.385,8.292,"2,063",25.67%,29.96%  (  +0.28%),61.51%,"12,714",5,4,4,79
WAL,USA,75.71,2025-04-17,40.18,2.91,1.66,6.749,13.340,"1,842",36.27%,47.26%  (  +0.69%),71.54%,"29,408",5,5,5,75
BANC,USA,14.14,2025-04-22,45.24,0.47,1.26,9.683,11.669,63,35.13%,40.40%  (  +2.67%),45.05%,"25,078",9,4,4,70
ALK,USA,49.04,2025-04-17,26.69,2.58,0.51,7.083,14.879,"6,148",50.04%,55.07%  (  +1.66%),74.85%,"108,246",9,5,5,85
CADE,USA,30.41,2025-04-21,42.12,0.88,1.88,10.654,12.018,1,25.91%,47.88%  (  +5.06%),67.71%,"1,503",10,4,4,80
ELS,USA,66.56,2025-04-28,45.71,1.42,8.65,5.467,8.293,1,18.87%,28.76%  (  -3.59%),68.24%,229,6,4,4,72
SYF,USA,53.26,2025-04-22,39.08,2.01,1.00,6.952,11.641,"1,091",35.15%,41.46%  (  -0.64%),65.50%,"53,617",9,4,5,65
DHR,USA,200.39,2025-04-22,33.52,5.01,6.00,4.766,7.215,"10,354",21.36%,35.30%  (  +2.40%),100.00%,"105,629",8,5,5,70
PHM,USA,103.04,2025-04-22,44.93,3.13,1.16,5.017,8.246,"1,990",28.43%,40.15%  (  +0.32%),85.32%,"38,921",6,4,4,78
LMT,USA,448.64,2025-04-22,46.58,11.46,1.49,3.733,6.078,"4,550",25.46%,28.03%  (  -0.18%),96.24%,"98,754",7,4,4,85
GPC,USA,118.45,2025-04-22,43.99,2.93,0.70,6.353,8.884,448,24.92%,31.25%  (  -0.19%),66.93%,"17,215",9,4,5,65
IRDM,USA,27.32,2025-04-22,39.78,1.05,3.58,11.000,16.111,413,37.05%,50.13%  (  +2.70%),39.11%,"24,375",7,5,4,80
STLD,USA,124.00,2025-04-22,44.90,4.05,1.06,5.917,10.201,687,32.13%,36.82%  (  -0.38%),46.41%,"37,018",9,5,5,78
EWBC,USA,88.72,2025-04-22,42.08,2.55,2.76,7.216,9.806,43,28.63%,34.09%  (  -0.89%),64.28%,"2,653",7,5,5,85
SAP,USA,270.34,2025-04-22,48.07,6.40,8.53,11.932,9.769,"1,631",32.66%,34.08%  (  +0.18%),79.04%,"25,677",9,5,5,90
COF,USA,178.22,2025-04-22,47.92,6.54,1.28,4.511,9.062,"4,619",43.17%,43.38%  (  -0.36%),79.71%,"187,633",9,4,4,70
ISRG,USA,496.36,2025-04-22,40.50,16.96,21.29,5.903,8.766,"3,800",38.74%,40.74%  (  -0.22%),93.27%,"77,230",7,4,5,75
WFRD,Ireland,54.19,2025-04-22,43.11,2.45,0.72,9.903,15.215,235,49.18%,52.67%  (  -1.15%),68.21%,"3,811",8,5,4,70
OMC,USA,79.77,2025-04-15,43.78,2.16,1.00,3.757,5.049,"1,760",27.84%,28.55%  (  -3.41%),70.39%,"9,805",10,4,4,88
NFLX,USA,928.38,2025-04-17,45.16,32.42,10.21,8.223,10.903,"76,969",42.60%,49.88%  (  -0.93%),96.75%,"459,397",5,4,4,83
TMHC,USA,60.60,2025-04-23,48.91,1.83,0.75,7.838,9.969,46,28.51%,34.87%  (  -1.57%),59.39%,"2,667",7,5,5,82
WAB,USA,183.66,2025-04-23,47.66,4.63,3.02,5.413,8.373,61,24.98%,28.78%  (  -2.77%),78.03%,"3,802",4,5,5,75
GEV,USA,315.64,2025-04-23,47.21,18.25,2.49,8.763,13.137,"7,766",66.21%,62.48%  (  -0.52%),76.77%,"135,050",7,5,5,80
TMO,USA,482.97,2025-04-23,25.25,11.74,4.25,4.079,7.454,"3,462",19.68%,34.56%  (  +2.65%),100.00%,"44,743",8,5,5,79
KNX,USA,43.76,2025-04-23,30.65,1.41,0.96,7.766,11.256,48,26.21%,38.27%  (  -0.10%),74.33%,"26,560",5,4,4,70
DFS,USA,170.51,2025-04-23,49.49,7.24,1.81,3.771,13.703,761,52.63%,63.60%  (  -0.32%),79.72%,"46,075",5,4,4,85
LRCX,USA,72.83,2025-04-23,39.55,2.84,5.77,3.717,10.191,"18,783",43.81%,46.02%  (  -3.35%),55.60%,"538,030",8,5,5,82
WSC,USA,27.48,2025-05-01,32.84,1.25,2.11,8.934,13.556,875,49.15%,45.73%  (  -2.82%),48.35%,"138,383",6,4,4,65
ALKS,Ireland,32.53,2025-05-07,38.55,1.01,3.40,9.416,0.000,7,23.42%,41.70%  (  -0.52%),69.76%,"7,903",9,4,4,82
HUM,USA,264.74,2025-04-23,49.36,8.01,0.27,6.711,16.722,"7,134",34.13%,79.72%  (  +1.72%),100.00%,"151,521",6,4,4,70
CDE,USA,5.58,2025-05-07,41.21,0.37,3.44,15.020,0.000,"3,523",68.72%,66.35%  (  -2.35%),34.33%,"188,906",8,5,5,80
FLG,USA,11.51,2025-05-07,44.17,0.47,0.74,5.860,0.000,"4,863",32.67%,48.34%  (  +0.84%),26.42%,"481,164",4,4,4,65
MAT,USA,19.43,2025-04-22,39.90,0.49,1.17,8.642,10.551,75,23.07%,35.13%  (  -0.04%),45.22%,"12,011",9,4,4,80
APH,USA,66.07,2025-04-23,49.14,2.14,5.26,7.267,10.693,"1,177",37.21%,36.10%  (  -1.05%),68.45%,"74,628",9,5,4,88
NLY,USA,20.09,2025-04-23,31.82,0.43,1.83,2.212,4.475,"7,445",20.04%,21.10%  (  +0.32%),18.03%,"115,338",8,5,5,80
RJF,USA,138.10,2025-04-23,35.64,3.78,1.84,6.159,9.233,686,28.53%,32.66%  (  -0.19%),77.36%,"12,031",5,4,4,80
STX,Ireland,84.54,2025-04-22,31.65,2.72,2.23,7.174,7.972,"4,149",31.35%,46.18%  (  -0.88%),87.54%,"117,092",5,4,4,82
BA,USA,168.17,2025-04-23,46.37,6.22,1.90,5.109,8.224,"124,974",42.79%,39.30%  (  -0.36%),52.77%,"1,015,154",7,4,4,50
BMRN,USA,67.94,2025-04-23,40.59,1.86,4.57,7.718,9.457,638,28.90%,32.18%  (  +0.89%),37.20%,"35,765",7,5,5,88
NOW,USA,811.56,2025-04-23,38.89,31.01,15.31,6.608,10.008,"5,375",43.11%,48.01%  (  -1.82%),93.49%,"92,129",7,5,5,88
TEL,Ireland,140.70,2025-04-23,37.55,3.57,2.65,5.615,8.387,149,24.38%,29.52%  (  +0.54%),77.29%,"9,373",8,4,4,75
OMF,USA,49.07,2025-04-29,44.21,1.87,1.02,8.163,11.310,352,39.81%,39.39%  (  +0.21%),80.27%,"44,849",7,4,5,70
PTC,USA,156.20,2025-05-07,38.48,3.77,8.12,6.793,0.000,"1,158",21.89%,27.27%  (  -2.75%),44.43%,"8,350",8,4,5,75
NSC,USA,236.61,2025-04-23,48.44,5.00,4.42,4.122,5.706,301,22.38%,28.71%  (  +0.83%),68.95%,"16,868",8,4,4,80
VRT,USA,75.27,2025-04-23,37.13,6.39,3.58,10.541,17.165,"37,106",82.36%,81.69%  (  -2.54%),79.13%,"525,841",6,5,5,90
NBIS,Netherlands,22.69,2025-04-25,39.59,2.99,45.44,8.357,22.990,"72,579",120.93%,109.02%  (  +6.40%),55.41%,"404,624",10,4,4,70
AUB,USA,30.24,2025-04-24,27.95,0.97,2.97,15.462,18.829,2,23.64%,64.46%  (  -4.85%),81.92%,580,9,4,4,75
NDAQ,USA,76.04,2025-04-24,46.76,1.72,5.91,5.387,8.378,569,26.11%,28.00%  (  +1.42%),67.79%,"32,479",9,4,4,85
UNP,USA,237.17,2025-04-24,47.26,4.38,5.86,3.214,5.521,"1,008",19.47%,26.13%  (  +0.30%),90.08%,"100,326",10,4,4,85
LHX,USA,209.75,2025-04-24,49.36,4.56,1.85,5.541,7.676,141,19.76%,27.66%  (  -0.72%),93.28%,"16,105",6,5,5,78
TRU,USA,83.86,2025-04-24,43.13,2.94,3.91,9.198,12.102,16,38.54%,43.69%  (  +2.22%),82.35%,"9,334",8,4,4,82
VLY,USA,8.89,2025-04-24,43.26,0.28,1.40,10.783,10.687,145,26.95%,39.09%  (  +0.99%),27.42%,"17,646",9,4,4,75
MRK,USA,87.12,2025-04-24,36.21,2.28,3.44,4.285,7.518,"42,663",26.10%,33.51%  (  +0.70%),97.37%,"616,230",8,4,4,75
CBRE,USA,131.01,2025-04-24,47.13,4.02,1.10,6.942,10.457,617,35.02%,35.19%  (  -0.87%),78.78%,"19,573",5,4,4,85
FCX,USA,38.13,2025-04-22,46.93,1.65,2.18,3.841,9.447,"43,940",50.85%,45.08%  (  -1.16%),73.52%,"1,279,727",6,4,4,78
WY,USA,29.14,2025-04-24,43.59,0.67,2.97,5.267,7.721,803,24.76%,27.11%  (  -0.19%),61.21%,"23,995",8,5,5,70
DLR,USA,146.05,2025-05-01,41.74,5.02,8.85,4.447,8.422,913,35.84%,35.63%  (  -3.57%),76.90%,"59,699",10,4,5,92
SKX,USA,57.49,2025-04-24,43.69,2.04,0.96,10.335,14.037,"6,540",35.56%,49.39%  (  +1.87%),96.68%,"50,855",7,5,5,85
CARR,USA,63.54,2025-04-24,41.20,1.85,2.29,7.384,9.758,"1,106",30.81%,33.06%  (  -1.79%),53.50%,"66,451",7,4,5,78
HOG,USA,25.06,2025-04-24,44.88,0.94,0.60,7.827,10.377,"1,110",39.61%,50.95%  (  -0.77%),89.61%,"60,123",6,4,4,60
STM,USA,21.78,2025-04-24,33.41,0.85,1.46,9.184,13.885,"3,135",53.51%,49.82%  (  +1.12%),86.58%,"161,994",6,4,4,62
FTV,USA,73.50,2025-04-23,39.58,1.54,4.01,6.067,7.585,7,20.80%,26.80%  (  -0.32%),49.07%,"1,553",5,4,4,85
DOC,USA,20.02,2025-04-24,45.38,0.44,5.28,5.683,6.743,423,17.44%,24.18%  (  -1.18%),22.64%,"8,709",4,5,5,78
WDC,USA,40.89,2025-04-24,35.94,1.70,0.91,5.834,10.978,"6,236",42.41%,50.73%  (  +2.09%),75.65%,"355,129",9,5,4,70
AMZN,USA,192.17,2025-04-29,38.08,6.49,3.19,7.251,9.335,"477,250",30.76%,39.53%  (  +0.47%),65.80%,"3,754,700",9,5,5,85
KLAC,USA,682.46,2025-04-24,42.83,24.55,8.37,6.933,11.780,511,38.40%,43.23%  (  -0.29%),48.39%,"19,940",8,4,4,82
AOS,USA,65.60,2025-04-24,43.00,1.39,2.47,6.476,8.194,178,21.74%,28.65%  (  +0.47%),68.88%,"11,373",4,4,4,70
SSNC,USA,83.00,2025-04-24,47.81,1.72,3.48,5.817,7.069,47,20.61%,24.90%  (  +0.28%),69.25%,"7,065",6,5,5,85
SM,USA,29.77,2025-05-01,41.32,1.30,1.27,8.246,14.109,173,51.37%,52.64%  (  +1.69%),72.11%,"23,163",7,4,4,85
AAPL,USA,223.19,2025-04-24,48.10,6.03,8.47,3.991,5.652,"444,121",27.49%,29.94%  (  -0.50%),65.73%,"4,411,109",5,4,4,87
RCL,Liberia,208.12,2025-04-24,40.18,10.35,3.40,5.936,9.955,"8,871",54.02%,49.81%  (  +0.09%),82.34%,"145,178",7,5,5,90
CDP,USA,27.20,2025-04-24,48.88,0.56,8.14,11.572,15.237,3,16.16%,77.17%  (  +18.56%),100.00%,340,7,4,4,80
ROKU,USA,70.60,2025-04-24,41.21,4.56,2.51,15.252,16.295,"8,938",61.24%,77.59%  (  +0.90%),82.99%,"202,096",8,4,4,80
IPG,USA,26.12,2025-04-23,43.41,0.72,0.91,6.240,10.988,210,29.19%,36.11%  (  +4.62%),73.53%,"6,150",5,4,4,68
ASX,USA,8.99,2025-04-24,36.21,0.30,1.05,8.103,14.356,52,42.40%,47.80%  (  -16.13%),31.02%,"2,999",5,4,4,75
DXCM,USA,67.32,2025-04-24,31.77,2.73,6.52,10.100,9.634,"8,349",41.55%,55.45%  (  +4.28%),55.28%,"115,906",9,5,5,80
EBC,USA,16.42,2025-04-24,43.23,0.44,3.28,8.736,10.955,23,29.04%,35.26%  (  -4.83%),38.32%,"1,904",7,4,4,80
FBIN,USA,60.92,2025-04-29,38.40,1.73,1.62,6.701,10.219,5,27.91%,36.07%  (  -1.46%),64.12%,"1,085",4,4,4,68
MBLY,USA,14.49,2025-04-24,43.06,1.00,7.11,14.445,13.795,"6,756",57.88%,71.17%  (  -2.51%),44.40%,"324,469",5,4,4,70
PINS,USA,31.00,2025-04-29,39.96,1.41,5.77,13.897,14.623,"22,050",50.22%,60.44%  (  +2.05%),73.07%,"472,497",9,5,5,88
TAL,USA,13.19,2025-04-24,48.44,0.64,2.92,10.000,11.189,"1,482",51.55%,52.10%  (  -7.84%),16.56%,"57,584",8,5,4,75
AAL,USA,10.30,2025-04-24,26.51,0.56,0.12,7.441,13.749,"246,175",48.71%,64.58%  (  +2.96%),100.00%,"2,896,084",6,4,4,70
AVTR,USA,15.80,2025-04-25,36.68,0.59,1.59,8.377,13.293,111,43.56%,44.42%  (  +0.75%),53.58%,"34,764",8,5,5,72
PSX,USA,124.35,2025-04-25,48.18,3.59,0.35,3.081,6.506,"1,511",27.63%,31.12%  (  -0.58%),60.46%,"64,377",7,4,4,75
ARES,USA,149.44,2025-05-01,43.10,6.32,11.18,6.110,11.412,73,47.06%,40.92%  (  -0.59%),68.42%,"20,308",4,4,4,80
GNTX,USA,23.46,2025-04-25,39.58,0.60,2.30,6.289,9.853,164,26.68%,37.16%  (  +7.19%),65.68%,"4,170",6,4,4,55
NVT,Ireland,53.22,2025-05-02,36.02,2.33,2.67,9.189,0.000,"2,394",40.04%,45.90%  (  -1.54%),61.62%,"31,843",6,5,5,80
NXPI,Netherlands,190.00,2025-04-28,34.61,7.98,3.82,6.447,0.000,"2,053",45.79%,46.88%  (  -0.42%),91.54%,"42,936",6,5,5,60
NUE,USA,119.66,2025-04-28,35.60,4.44,0.90,5.085,9.632,"4,506",36.47%,41.15%  (  +0.71%),73.71%,"145,306",9,4,4,80
AGNC,USA,9.49,2025-04-28,29.92,0.20,1.78,4.125,5.541,"23,591",17.65%,23.65%  (  +0.14%),43.72%,"648,633",6,4,4,70
CDNS,USA,258.79,2025-04-28,48.79,8.36,15.30,8.015,11.049,681,39.85%,38.27%  (  -0.32%),53.96%,"44,012",10,5,5,78
AXTA,Bermuda,33.38,2025-05-07,41.26,0.93,1.38,6.128,0.000,15,28.61%,30.11%  (  -1.23%),54.36%,"3,517",6,4,5,90
HLT,USA,227.28,2025-04-29,37.50,6.69,4.87,5.352,9.077,"3,105",29.20%,33.30%  (  +1.07%),64.95%,"81,233",4,4,4,90
AZN,USA,72.60,2025-04-24,40.22,1.30,4.16,4.852,4.957,"4,603",17.53%,28.18%  (  -0.23%),65.32%,"181,190",9,5,4,80
GM,USA,47.26,2025-04-29,44.80,1.93,0.25,5.704,10.187,"73,739",44.50%,43.19%  (  +0.49%),81.72%,"842,248",4,4,4,82
ECL,USA,254.27,2025-04-29,48.05,4.42,4.58,6.662,6.848,151,14.62%,22.88%  (  +0.81%),65.61%,"10,134",5,4,4,82
GLW,USA,45.54,2025-04-29,38.19,1.48,2.97,5.648,9.075,"16,892",29.90%,36.45%  (  -1.92%),83.63%,"294,216",9,4,5,75
XYL,USA,119.88,2025-04-29,40.47,2.65,3.40,5.941,7.178,74,21.42%,25.27%  (  -0.95%),54.71%,"5,528",7,5,5,80
PFE,USA,24.54,2025-04-29,33.30,0.55,2.19,4.412,6.864,"142,030",20.29%,28.98%  (  +0.75%),74.45%,"3,069,993",7,4,4,80
SPOT,Luxembourg,551.73,2025-04-29,44.47,28.34,6.54,10.172,14.718,"10,526",57.03%,63.90%  (  +2.57%),100.00%,"118,769",10,4,4,88
KRG,USA,22.46,2025-04-29,49.94,0.52,5.82,8.577,10.885,25,23.57%,33.11%  (  -1.61%),39.52%,312,9,4,4,70
FSLR,USA,127.57,2025-04-29,38.77,6.52,3.25,7.950,0.000,"97,517",56.01%,63.15%  (  +1.86%),54.83%,"436,746",9,5,5,75
CZR,USA,24.83,2025-04-29,27.89,1.33,0.47,6.864,13.999,"14,248",43.74%,59.06%  (  -1.05%),72.68%,"246,039",7,5,5,60
EQH,USA,52.29,2025-04-29,49.36,1.73,1.11,6.620,11.205,"3,011",38.84%,38.47%  (  +3.41%),73.75%,"2,709",8,5,5,85
ST,UK,24.23,2025-05-05,29.82,1.03,0.92,8.637,0.000,65,36.26%,42.54%  (  +1.16%),77.64%,"10,156",8,4,4,62
TER,USA,82.61,2025-04-23,28.79,3.95,4.74,10.612,14.116,"1,125",64.53%,47.26%  (  -0.14%),66.12%,"71,139",9,4,5,75
WBS,USA,50.73,2025-04-22,40.75,1.55,2.08,6.526,10.793,"1,434",34.65%,38.54%  (  -1.74%),66.33%,"9,886",4,5,5,75
UPS,USA,109.26,2025-04-29,33.40,2.51,1.02,6.095,8.865,"21,235",24.14%,35.94%  (  +2.04%),86.72%,"349,441",6,4,4,80
MMM,USA,147.67,2025-04-29,47.33,3.89,3.00,6.421,7.977,"3,603",29.28%,34.49%  (  -0.20%),73.77%,"216,796",7,4,4,75
MSFT,USA,382.19,2025-04-24,42.27,8.77,10.85,4.911,5.361,"269,076",23.97%,30.39%  (  +0.58%),76.17%,"1,999,781",10,5,5,85
ONB,USA,21.02,2025-04-22,40.78,0.58,2.27,7.597,13.384,24,32.19%,47.10%  (  -3.74%),61.91%,"5,178",9,5,5,80
GOOG,USA,158.88,2025-04-24,37.16,5.03,5.50,6.490,7.111,"147,299",32.31%,38.62%  (  -0.65%),96.53%,"1,285,868",4,5,5,85
GOOGL,USA,157.07,2025-04-24,37.05,4.96,5.50,6.498,7.199,"266,334",31.89%,38.68%  (  +0.33%),95.52%,"2,799,736",8,4,4,85
TENB,USA,35.17,2025-05-07,36.29,1.08,4.70,10.853,0.000,9,24.81%,41.94%  (  -17.20%),49.38%,"1,783",4,4,4,80
ENTG,USA,86.20,2025-05-07,31.72,4.02,4.02,10.167,0.000,"1,071",44.04%,48.24%  (  -1.90%),64.37%,"7,488",6,5,5,78
MTDR,USA,51.11,2025-04-22,48.61,1.78,1.84,7.482,11.456,194,44.48%,40.19%  (  +0.14%),62.72%,"60,472",9,5,5,85
GEHC,USA,79.57,2025-04-29,34.07,1.94,1.85,6.499,7.230,949,18.14%,31.54%  (  +0.30%),52.78%,"94,465",8,5,5,77
WBD,USA,10.21,2025-05-08,44.10,0.53,0.64,10.089,0.000,"31,855",52.87%,43.37%  (  -10.11%),20.82%,"859,786",9,4,4,75
ALGN,USA,158.08,2025-04-30,29.99,6.35,2.89,11.439,8.699,"3,053",37.78%,58.45%  (  +3.16%),69.56%,"33,813",5,4,5,68
MGM,USA,29.94,2025-04-30,36.60,1.19,0.50,6.554,11.016,"18,573",37.78%,46.46%  (  +0.29%),80.33%,"199,578",9,5,5,85
HST,USA,14.44,2025-04-30,36.81,0.44,1.78,5.090,8.975,"2,091",28.69%,29.25%  (  -1.75%),57.99%,"44,423",9,4,4,79
META,USA,586.00,2025-04-23,40.35,23.05,9.03,8.394,8.818,"346,455",37.93%,46.58%  (  +0.81%),75.16%,"1,993,457",10,5,5,80
TECH,USA,57.35,2025-05-07,33.02,2.24,7.58,9.431,0.000,547,35.84%,46.68%  (  +0.98%),74.32%,"1,298",9,4,4,88
CIVI,USA,34.28,2025-05-01,37.73,1.63,0.61,6.953,14.513,"1,125",75.39%,51.02%  (  +0.57%),68.69%,"30,182",7,4,4,75
ATI,USA,52.60,2025-04-29,44.84,2.15,1.70,9.845,12.528,32,39.77%,43.64%  (  -0.57%),53.18%,"9,580",9,5,5,85
MET,USA,81.16,2025-05-07,47.07,2.14,0.78,3.572,0.000,"1,901",31.29%,27.04%  (  -0.15%),61.78%,"157,799",9,5,5,80
ET,USA,18.73,2025-05-14,48.30,0.48,0.78,3.393,0.000,"15,542",26.51%,22.50%  (  -1.50%),47.69%,"1,158,218",8,5,5,88
FLEX,Singapore,33.36,2025-05-07,37.14,1.44,0.50,9.654,0.000,270,42.36%,42.31%  (  -0.83%),50.34%,"17,581",4,5,5,88
EMR,USA,110.00,2025-05-14,38.69,3.00,3.53,5.581,0.000,"2,214",28.98%,28.76%  (  -0.17%),51.34%,"68,259",7,4,4,88
BGC,USA,9.22,2025-04-29,48.17,0.34,1.97,12.242,11.388,28,47.33%,38.58%  (  -1.36%),36.71%,"12,981",7,4,4,82
SRPT,USA,61.91,2025-05-07,22.79,5.08,3.16,8.883,0.000,"3,932",105.99%,59.14%  (  +2.78%),23.39%,"42,216",8,5,5,85
NBIX,USA,107.00,2025-05-07,33.67,3.23,4.53,9.456,0.000,243,29.19%,39.02%  (  -0.88%),23.15%,"15,367",7,5,5,78
TTEK,USA,29.55,2025-05-07,44.67,0.80,1.47,5.389,0.000,"9,172",27.91%,39.27%  (  -1.35%),78.94%,"21,949",8,4,4,90
BRKR,USA,40.38,2025-05-01,23.97,1.77,1.82,9.189,14.742,51,34.86%,52.97%  (  +0.64%),81.37%,"5,595",8,5,4,75
RSI,USA,10.99,2025-05-07,44.54,0.66,2.71,21.453,0.000,361,83.57%,60.92%  (  -1.52%),26.77%,"35,086",6,5,5,85
VRTX,USA,484.74,2025-05-05,44.78,12.70,11.33,4.643,0.000,942,20.01%,28.83%  (  -0.52%),31.64%,"35,155",5,4,5,75
KTOS,USA,29.30,2025-05-06,46.15,1.41,3.94,11.974,0.000,"1,118",50.17%,53.61%  (  +0.16%),48.92%,"54,413",10,4,5,75
PYPL,USA,66.10,2025-04-29,35.67,2.11,2.06,8.805,11.024,"43,018",32.63%,45.18%  (  +1.46%),74.02%,"1,149,996",5,4,4,80
AUR,USA,6.73,2025-05-14,45.52,0.64,-,20.103,0.000,"2,808",84.54%,97.50%  (  -2.42%),38.54%,"160,768",7,4,4,70
PCOR,USA,67.63,2025-05-07,41.43,2.85,8.80,12.021,0.000,693,42.80%,55.70%  (  +3.78%),75.13%,"19,377",8,5,5,75
MIR,USA,14.35,2025-04-29,40.89,0.61,3.87,12.752,14.983,65,41.64%,53.04%  (  -0.07%),30.48%,"15,191",9,5,5,70
IQV,USA,171.24,2025-05-01,29.20,5.24,1.96,7.369,10.448,368,25.73%,35.14%  (  -1.84%),74.69%,"6,235",7,5,5,75
IR,USA,80.61,2025-05-01,41.12,2.24,4.49,5.939,9.180,"1,128",24.98%,31.90%  (  -0.19%),68.11%,"9,954",7,4,5,70
ALKT,USA,26.53,2025-05-07,40.96,1.05,8.12,10.996,0.000,52,53.37%,48.61%  (  +0.64%),41.03%,"1,075",8,5,4,85
